id,title,postingDate,salary,hours,closingDate,location,state,city,company,jobType,category,jobReference,additionalSalaryInf
37,Business Development Manager,21 October 2023,Not specified,Part time,20 November 2023,Highwycombe,South East Englasd,Buckinghamshire,Asset Hive International Ltd,Permanent,Sales Jobs,,Self Employed Role
38,Business Development Manager,21 October 2023,Not specified,Part time,20 November 2023,Highwycombe,South East Englasd,Buckinghamshire,Asset Hive International Ltd,Permanent,Sales Jobs,,Self Employed Role
39,Centre Manager,20 October 2023,Not specified,Full time,19 November 2023,"Cookham, SL9 9EE",South East Englasd,Buckinghamshire,Bruce's,Permanent,Sales Jobs,27,26000
40,Personal Lines Account Handler/Manager,20 October 2023,"£22,000 to £32,000 per year",Full time,19 November 2023,"Amersham, Buckinghamshire, HP6 5FG",South East Englasd,Buckinghamshire,IPS Group Limited,Permanent,Sales Jobs,152415_1697811516,None
41,Senior National Account Manager,20 October 2023,Not specified,Full time,19 November 2023,"Haddenham, Aylesbury",South East Englasd,Buckinghamshire,McCormick & Company,Permanent,Sales Jobs,,Salary: Competitive + benefits
42,Store Assistant - Lates,19 October 2023,None,Full time,07 November 2023,MK1 1QB,South East Englasd,Buckinghamshire,Asda,Contract,Sales Jobs,87856,None
43,Store Assistant,19 October 2023,£10.6 per hour,Full time,17 November 2023,"Amersham, Home Counties, HP7 9JB",South East Englasd,Buckinghamshire,Toolstation Ltd,Permanent,Sales Jobs,50380393,None
44,Senior Store Assistant,19 October 2023,£10.8 per hour,Full time,17 November 2023,"High Wycombe, Home Counties, HP13",South East Englasd,Buckinghamshire,Toolstation Ltd,Permanent,Sales Jobs,50375094,None
45,In Home Consultant,19 October 2023,"£19,000 per year",Full time,17 November 2023,"Gerrards Cross, SL9 8EF",South East Englasd,Buckinghamshire,Carpetright,Permanent,Sales Jobs,Nestware/TP/84/5610,Competitive
46,Christmas Temp Immediate Start Fundraiser,17 October 2023,None,Full time,16 November 2023,"Milton Keynes, Buckinghamshire",South East Englasd,Buckinghamshire,Hospitals Charity,Permanent,Sales Jobs,,None
47,SALES ADVISOR DOOR TO DOOR SALARY PLUS COMMISSION,17 October 2023,"£419 to £1,100 per week",Full time,16 November 2023,"Neath Hill, Milton Keynes",South East Englasd,Buckinghamshire,ML Recruitment,Permanent,Sales Jobs,SS2691,basic salary plus commissions
48,SALES ADVISOR DOOR TO DOOR SALARY PLUS COMMISSION,17 October 2023,"£419 to £1,100 per week",Full time,16 November 2023,"Eaglestone, Milton Keynes",South East Englasd,Buckinghamshire,ML Recruitment,Permanent,Sales Jobs,SS2691,basic salary plus commissions
49,Trainee / Experienced Fundraiser Immediate Start,17 October 2023,£70 to £200 per day,Full time,16 November 2023,"Milton Keynes, Buckinghamshire",South East Englasd,Buckinghamshire,Hospitals Charity,Permanent,Sales Jobs,,None
50,Business Development Manager,14 October 2023,Not specified,Part time,13 November 2023,Highwycombe,South East Englasd,Buckinghamshire,Asset Hive International Ltd,Permanent,Sales Jobs,,Self Employed Role
51,Business Development Manager,14 October 2023,Not specified,Part time,13 November 2023,Highwycombe,South East Englasd,Buckinghamshire,Asset Hive International Ltd,Permanent,Sales Jobs,,Self Employed Role
52,Store Manager,10 October 2023,"£27,967.02 to £30,910.97 per year",Full time,09 November 2023,"Amersham, Home Counties, HP7 9JB",South East Englasd,Buckinghamshire,Toolstation Ltd,Permanent,Sales Jobs,50253723,None
53,Tesco Colleague - High Wycombe Loudwater Superstore,09 October 2023,Not specified,Full time,08 November 2023,"High Wycombe, Buckinghamshire, HP10 9RT",South East Englasd,Buckinghamshire,Tesco,Temporary,Sales Jobs,tesco/TP/587/848324/0,Competitive
54,Tesco Colleague - High Wycombe Loudwater Superstore,09 October 2023,Not specified,Full time,08 November 2023,"High Wycombe, Buckinghamshire, HP10 9RT",South East Englasd,Buckinghamshire,Tesco,Temporary,Sales Jobs,tesco/TP/587/848325/0,Competitive
55,Store Assistant - Nights,09 October 2023,None,Part time,08 November 2023,HP12 4NU,South East Englasd,Buckinghamshire,Asda,Contract,Sales Jobs,87199,None
1,Retail Supervisor,07 November 2023,£12.10 per hour,Part time,14 November 2023,"Great Missenden, Buckinghamshire, HP16 9AZ",South East Englasd,Buckinghamshire,Co-op Group,Permanent,Retail Jobs,1033581_1699354330,None
2,Store Team Member,06 November 2023,£7.48 to £10.86 per hour,Part time,06 December 2023,"Milton Keynes, MK10 0BA",South East Englasd,Buckinghamshire,Home Bargains,Permanent,Retail Jobs,CD/AA/STM/MiltonKeynes/A805/1023/LM,Exceeds National Minimum Wage
3,Shop Manager,06 November 2023,"£21,997.82 per year",Full time,20 November 2023,"High Wycombe, Buckinghamshire",South East Englasd,Buckinghamshire,Sue Ryder Care,Permanent,Retail Jobs,10018SM8167C,plus competitive reward and benefit scheme
4,Sales Advisor,06 November 2023,"£23,000 per year",Full time,05 December 2023,"Milton Keynes TFR within JL The Centre Milton Keynes, MK9 3EP",South East Englasd,Buckinghamshire,Carpetright,Permanent,Retail Jobs,Nestware/TP/81745/5822,Competitive
5,Part Time - Sales Advisor,06 November 2023,"£8,871.2 per year",Part time,05 December 2023,"Milton Keynes the floor room within John Lewis The Centre Milton Keynes, MK9 3EP",South East Englasd,Buckinghamshire,Carpetright,Permanent,Retail Jobs,Nestware/TP/81745/5823,Competitive
6,Sales Supervisor,03 November 2023,"£25,500 to £26,500 per year",Full time,03 December 2023,MK6 4JH,South East Englasd,Buckinghamshire,Netherfield Wine & Spirits,Permanent,Retail Jobs,NF/2023/SS1,None
7,Purchasing Advisor,02 November 2023,"£21,500 per year",Part time,16 November 2023,"Milton Keynes, Buckinghamshire, MK15 8HG",South East Englasd,Buckinghamshire,Volkswagen Financial Services UK LTD,Permanent,Retail Jobs,4901_1698940534,None
8,Retail Supervisor,02 November 2023,£12.10 per hour,Part time,09 November 2023,"Chalfont St Giles, Buckinghamshire, HP8 4QA",South East Englasd,Buckinghamshire,Co-op Group,Permanent,Retail Jobs,1033490_1698925440,None
9,Parts Advisor,02 November 2023,"£26,000 per year",Full time,02 December 2023,MK10 0BN,South East Englasd,Buckinghamshire,autoskills-uk,Permanent,Retail Jobs,JO0000040166-174447,None
10,Visual Merchandiser,02 November 2023,None,Part time,02 December 2023,"Aylesbury, Buckinghamshire",South East Englasd,Buckinghamshire,Smallworld Accessories Ltd,Temporary,Retail Jobs,Aylesbury - KW,None
11,Sales Advisor - Trade counter,01 November 2023,"£22,000 per year",Full time,01 December 2023,hp2 1,South East Englasd,Buckinghamshire,Newstaff Employment Services Ltd,Permanent,Retail Jobs,tradeHEM-15043,None
12,Cinema Experience Manager,01 November 2023,£12.75 per hour,Full time,11 November 2023,MK11ST,South East Englasd,Buckinghamshire,ODEON Cinema,Permanent,Retail Jobs,,None
13,Sales Assistant,31 October 2023,"£7,649.40 to £8,711.12 per year",Part time,28 November 2023,"Buckinghamshire, HP20 2SP",South East Englasd,Buckinghamshire,Shoe Zone,Permanent,Retail Jobs,ORG3275-ES919451AylSA,"£7,649.40 - £8,711.12"
14,Sales Assistant,31 October 2023,"£17,928.28 to £20,416.69 per year",Part time,28 November 2023,"Buckinghamshire, HP20 2SP",South East Englasd,Buckinghamshire,Shoe Zone,Permanent,Retail Jobs,ORG3275-ES919441AylSA,"Full Time Equivalent £17,928.28 to £20,416.69"
15,Part Time - Sales Consultant,30 October 2023,"£8,871.2 per year",Part time,28 November 2023,"Milton Keynes the floor room within John Lewis The Centre Milton Keynes, MK9 3EP",South East Englasd,Buckinghamshire,Carpetright,Permanent,Retail Jobs,Nestware/TP/81745/5768,Competitive
16,Retail Sales Consultant,30 October 2023,"£23,000 per year",Full time,28 November 2023,"Milton Keynes TFR within JL The Centre Milton Keynes, MK9 3EP",South East Englasd,Buckinghamshire,Carpetright,Permanent,Retail Jobs,5771,Competitive
17,Assistant Store Manager,30 October 2023,"£20,329 per year",Full time,29 November 2023,"Marlow, Buckinghamshire",South East Englasd,Buckinghamshire,British Heart Foundation,Permanent,Retail Jobs,15559,None
18,Shop Supervisor,30 October 2023,None,Part time,13 November 2023,"High Wycombe, Buckinghamshire",South East Englasd,Buckinghamshire,Sue Ryder Care,Permanent,Retail Jobs,502810SM8167,None
19,National Account Executive,30 October 2023,Not specified,Full time,26 November 2023,"Cressex Industrial Estate Halifax Road High Wycombe, HP12 3ST",South East Englasd,Buckinghamshire,Booker Group,Permanent,Retail Jobs,19901,Competitive
20,Store Associate,24 October 2023,"£7,388.08 per year",Part time,12 November 2023,"Milton Keynes, Buckinghamshire",South East Englasd,Buckinghamshire,Barnardo's,Permanent,Retail Jobs,17495,None
21,Retail Sales Advisor,23 October 2023,"£18,468.00 per year",Part time,10 November 2023,"High Wycombe, HP11 1UA",South East Englasd,Buckinghamshire,Vacancy Filler,Permanent,Retail Jobs,OCT20236863,18468 - 18468
22,Retail Sales Advisor,23 October 2023,£8.12 to £11.06 per hour,Part time,10 November 2023,"High Wycombe, HP11 1UA",South East Englasd,Buckinghamshire,Vacancy Filler,Permanent,Retail Jobs,OCT20236860,8.12 - 11.06
23,Retail Sales Advisor,23 October 2023,"£18,468.00 per year",Part time,10 November 2023,"High Wycombe, HP11 1UA",South East Englasd,Buckinghamshire,Vacancy Filler,Permanent,Retail Jobs,OCT20236850,18468 - 18468
24,Part Time Sales Assistant,19 October 2023,Not specified,Part time,18 November 2023,"Miton Keynes (Netherfield), MK6 4JH",South East Englasd,Buckinghamshire,Heron Foods,Permanent,Retail Jobs,12997,Up to £10.42 per hour (depending on age)
25,Coffee bar asst,19 October 2023,None,Part time,18 November 2023,Mk92ea,South East Englasd,Buckinghamshire,Carlo’s coffee bar,Permanent,Retail Jobs,Oct 2023,None
26,Senior Sales Assistant (Part Time),19 October 2023,Not specified,Part time,18 November 2023,"Miton Keynes (Netherfield), MK6 4JH",South East Englasd,Buckinghamshire,Heron Foods,Permanent,Retail Jobs,12993,Up to £10.42 per hour (depending on age)
27,Tesco Colleague - Trainee Baker - Kingston Extra,19 October 2023,Not specified,Full time,18 November 2023,"Milton Keynes, Buckinghamshire, MK10 0AH",South East Englasd,Buckinghamshire,Tesco,Permanent,Retail Jobs,tesco/TP/748/851432/0,Competitive
28,Assistant Manager,19 October 2023,"£26,900 per year",Full time,18 November 2023,"Milton Keynes, Buckinghamshire",South East Englasd,Buckinghamshire,Screwfix,Permanent,Retail Jobs,2023-58900,None
29,Retail Therapist,18 October 2023,Not specified,Full time,17 November 2023,"High Wycombe, Buckinghamshire",South East Englasd,Buckinghamshire,Randox Laboratories Ltd,Permanent,Retail Jobs,23/HWRT,Negotiable
30,Store Manager,18 October 2023,"£25,581 per year",Full time,17 November 2023,"Marlow, Buckinghamshire",South East Englasd,Buckinghamshire,British Heart Foundation,Permanent,Retail Jobs,15500,None
31,Sales Assistant,18 October 2023,£10.60 per hour,Part time,17 November 2023,"Marlow, Buckinghamshire",South East Englasd,Buckinghamshire,British Heart Foundation,Permanent,Retail Jobs,15501,None
32,Store Supervisor,17 October 2023,None,Part time,16 November 2023,MK9 3AG,South East Englasd,Buckinghamshire,Quiz,Permanent,Retail Jobs,,None
33,Saturday Sales Assistant,17 October 2023,None,Part time,16 November 2023,"Aylesbury, Buckinghamshire",South East Englasd,Buckinghamshire,QD Stores Ltd,Permanent,Retail Jobs,,None
34,Senior Sales Assistant,17 October 2023,None,Full time,16 November 2023,"Aylesbury, Buckinghamshire",South East Englasd,Buckinghamshire,QD Stores Ltd,Permanent,Retail Jobs,,None
35,Snow Sports Sales Assistant,16 October 2023,"£20,000 to £30,000 per year",Part time,13 November 2023,MK9 1EN,South East Englasd,Buckinghamshire,Outdoor and Cycle Concepts Ltd,Temporary,Retail Jobs,OACC164578,£10.94 per hour
36,Retail Supervisor,16 October 2023,"£20,000 to £30,000 per year",Full time,13 November 2023,MK9 1EN,South East Englasd,Buckinghamshire,Outdoor and Cycle Concepts Ltd,Permanent,Retail Jobs,OACC164566,£11.07 per hour
37,Retail Advisor,16 October 2023,£11.38 to £11.38 per hour,Part time,15 November 2023,"Milton Keynes, Buckinghamshire",South East Englasd,Buckinghamshire,O2 UK,Permanent,Retail Jobs,54116,None
38,Retail Assistant - Garden Centre/ Alternative Weekends OFF,16 October 2023,£10.9 per hour,Full time,15 November 2023,High Wycombe Buckinghamshire HP12 4QR,South East Englasd,Buckinghamshire,HR-CL Ltd,Permanent,Retail Jobs,322797-40830,None
39,Sales Assistant (Seasonal Flexi Worker),13 October 2023,Not specified,Part time,12 November 2023,"High Wycombe, HP11 2DQ",South East Englasd,Buckinghamshire,Newlife the Charity for Disabled Children,Contract,Retail Jobs,450,£10.92 per hour
40,Team Manager,09 October 2023,None,Full time,08 November 2023,"Milton Keynes, Buckinghamshire",South East Englasd,Buckinghamshire,Matalan Retail LTD,Permanent,Retail Jobs,,None
1,Team Administrator,04 November 2023,"£28,000 to £32,000 per year",Full time,10 November 2023,"Milton Keynes, Buckinghamshire, MK5 8FT",South East Englasd,Buckinghamshire,Tate,Permanent,Admin Jobs,186212_1699045350,Benefits
2,Administrative assistant,03 November 2023,"£20,000.00 to £25,000.00 per year",Full time,03 December 2023,"Amersham, Buckinghamshire, HP7 0AE",South East Englasd,Buckinghamshire,IPS Group Limited,Permanent,Admin Jobs,152423_1699041104,"Up to £25,000 + Benefits"
3,Healthcare Assistant,03 November 2023,"£25,200 to £28,000 per year",Full time,03 December 2023,-,South East Englasd,Buckinghamshire,Sanctuary Personnel,Temporary,Admin Jobs,202210-430331,None
4,Healthcare Assistant (Nights),03 November 2023,£10.75 to £12.5 per hour,Full time,03 December 2023,HP21 7LP,South East Englasd,Buckinghamshire,Westgate Healthcare,Permanent,Admin Jobs,BY-HCA-031123-18477,None
5,Parking Administrator,02 November 2023,"£10,836.80 per year",Part time,17 November 2023,Milton Keynes,South East Englasd,Buckinghamshire,Stadium MK Ltd,Permanent,Admin Jobs,,None
6,Document Controller,01 November 2023,None,Full time,30 November 2023,"Aylesbury, Home Counties, HP18 0PX",South East Englasd,Buckinghamshire,EKFB,Permanent,Admin Jobs,50542816,None
7,Document Controller,01 November 2023,None,Full time,30 November 2023,"Buckingham, Home Counties, MK18 4DZ",South East Englasd,Buckinghamshire,EKFB,Permanent,Admin Jobs,50544467,None
8,Document Controller,01 November 2023,None,Full time,30 November 2023,"High Wycombe, Home Counties, HP11 1LR",South East Englasd,Buckinghamshire,EKFB,Permanent,Admin Jobs,50543011,None
9,Document Controller,01 November 2023,None,Full time,30 November 2023,"Milton Keynes, Home Counties, MK9 2EA",South East Englasd,Buckinghamshire,EKFB,Permanent,Admin Jobs,50544933,None
10,Document Controller - Temporary,01 November 2023,None,Full time,30 November 2023,"Milton Keynes, Home Counties, MK9 2EA",South East Englasd,Buckinghamshire,EKFB,Permanent,Admin Jobs,50544836,None
11,Document Controller - Temporary,01 November 2023,None,Full time,30 November 2023,"High Wycombe, Home Counties, HP11 1LR",South East Englasd,Buckinghamshire,EKFB,Contract,Admin Jobs,50543201,None
12,Senior Document Controller,01 November 2023,"£28,000 to £40,000 per year",Full time,30 November 2023,"Buckingham, Home Counties, MK18 4DZ",South East Englasd,Buckinghamshire,EKFB,Permanent,Admin Jobs,50541872,None
13,PA/Office Administrator – FIXED TERM 12-MONTHS (Temporary Sickness Cover),31 October 2023,"£27,000 to £28,000 per year",Full time,30 November 2023,SL9 9EN,South East Englasd,Buckinghamshire,REACH LTD,Temporary,Admin Jobs,5,None
14,Dietitian - Oncology/Acute Medical,30 October 2023,£27 per hour,Full time,29 November 2023,-,South East Englasd,Buckinghamshire,Sanctuary Personnel,Temporary,Admin Jobs,186407-430334,None
15,Prison Healthcare Assistant,30 October 2023,£14.77 to £16.51 per hour,Full time,29 November 2023,-,South East Englasd,Buckinghamshire,Sanctuary Personnel,Temporary,Admin Jobs,182962-430333,None
16,Legal Assistant,26 October 2023,None,Full time,25 November 2023,MK15 8JH,South East Englasd,Buckinghamshire,Dawson Group Plc,Permanent,Admin Jobs,DGGLA-22525,None
17,Healthcare Coordinator,26 October 2023,"£23,000 per year",Full time,25 November 2023,"Milton Keynes, Buckinghamshire",South East Englasd,Buckinghamshire,Acacium Group,Permanent,Admin Jobs,,None
18,Executive Assistant,26 October 2023,"£30,630 per year, pro rata",Full time,23 November 2023,"Aylesbury, Buckinghamshire",South East Englasd,Buckinghamshire,Buckinghamshire College Group,Permanent,Admin Jobs,V2298,None
19,Senior Document Controller,25 October 2023,None,Full time,23 November 2023,"Aylesbury, Home Counties, HP18 0PX",South East Englasd,Buckinghamshire,EKFB,Permanent,Admin Jobs,50455761,None
20,Quality Assurance Coordinator,25 October 2023,None,Full time,23 November 2023,"Aylesbury, Home Counties, HP18 0PX",South East Englasd,Buckinghamshire,EKFB,Permanent,Admin Jobs,50455838,None
21,Healthcare Assistant,24 October 2023,£10.75 to £12 per hour,Full time,23 November 2023,HP22 5ZB,South East Englasd,Buckinghamshire,Westgate Healthcare,Permanent,Admin Jobs,HH-HCA-241023-18477,None
22,Prison Healthcare Assistant,23 October 2023,£14.77 to £16.51 per hour,Full time,22 November 2023,-,South East Englasd,Buckinghamshire,Sanctuary Personnel,Temporary,Admin Jobs,181271-430332,None
23,Nurse Assessor,23 October 2023,"£38,000 to £40,533 per year",Full time,22 November 2023,MK10,South East Englasd,Buckinghamshire,Sanctuary Personnel,Permanent,Admin Jobs,198558-430333,None
24,Programme Support Officer,23 October 2023,"£30,000 per year",Full time,19 November 2023,"Aylesbury, Buckinghamshire",South East Englasd,Buckinghamshire,Esri UK,Permanent,Admin Jobs,279,Basic from circa £30k plus bonus of up to 20%
25,PA to MD,20 October 2023,"£40,000 to £45,000 per year",Full time,19 November 2023,"Milton Keynes, Buckinghamshire, MK9 1EJ",South East Englasd,Buckinghamshire,Tate,Permanent,Admin Jobs,186230,None
26,Coffee Machine Installation Co-ordinator,20 October 2023,"£25,000 to £25,000 per year",Full time,19 November 2023,"Milton Keynes, Buckinghamshire",South East Englasd,Buckinghamshire,UCC Coffee UK Ltd,Permanent,Admin Jobs,679,up to £25k + 25 days holiday + Pension + EAP + Life Assurance + other Company benefits.
27,"PROGRESS MENTOR: Hair, Beauty, Hospitality & Motor Vehicle",20 October 2023,Not specified,Full time,19 November 2023,MK3 6DR,South East Englasd,Buckinghamshire,AoC Jobs,Permanent,Admin Jobs,231160,£25000 - £30000 Per Year
28,Part Time Administrator: English and Maths Team,20 October 2023,Not specified,Part time,19 November 2023,MK6 5LP,South East Englasd,Buckinghamshire,AoC Jobs,Permanent,Admin Jobs,231161,£10000 - £15000 Per Year
29,Business Administrator,19 October 2023,"£26,000 to £28,000 per year",Full time,18 November 2023,"Milton Keynes, Buckinghamshire, MK5 8FT",South East Englasd,Buckinghamshire,Tate,Permanent,Admin Jobs,186212,None
30,Receptionist,18 October 2023,£11.14 per hour,Full time,17 November 2023,"The Row, Lane End, High Wycombe, Bucks, HP14 3JS",South East Englasd,Buckinghamshire,Care UK Plc,Permanent,Admin Jobs,13294.20231018,competetive
31,Driver Operator,17 October 2023,£15.38 to £15.38 per hour,Full time,16 November 2023,"Milton Keynes, Buckinghamshire",South East Englasd,Buckinghamshire,Taskmaster Recruitment,Temporary,Admin Jobs,bb1710v8,None
32,Receptionist,17 October 2023,£11 per hour,Part time,16 November 2023,"Milton Keynes, Buckinghamshire, MK9 2AH",South East Englasd,Buckinghamshire,Jobwise,Temporary,Admin Jobs,VR/28702/J_1697546707,None
33,Receptionist,17 October 2023,£10.50 per hour,Part time,16 November 2023,"Eclipse Autos 16-26 Tavistock St, mk2 2pf Milton Keynes, UK",South East Englasd,Buckinghamshire,AA & RAC ASSOCIATES LTD,Permanent,Admin Jobs,,None
34,Business Administrator,17 October 2023,Not specified,Full time,16 November 2023,HP20 1EH,South East Englasd,Buckinghamshire,AoC Jobs,Permanent,Admin Jobs,230207,£20000 - £25000 Per Year
35,Prison Healthcare Assistant,16 October 2023,£15.51 to £20.51 per hour,Full time,15 November 2023,-,South East Englasd,Buckinghamshire,Sanctuary Personnel,Temporary,Admin Jobs,183709-430332,None
36,Prison Healthcare Assistant,16 October 2023,£14.77 to £16.51 per hour,Full time,15 November 2023,-,South East Englasd,Buckinghamshire,Sanctuary Personnel,Temporary,Admin Jobs,182555-430333,None
37,"Relief Security Officer - Herts , Beds, Bucks",16 October 2023,None,Full time,15 November 2023,MK1 1SU,South East Englasd,Buckinghamshire,Mitie,Permanent,Admin Jobs,41600,None
38,Team Administrator,16 October 2023,"£27,000 per year",Full time,15 November 2023,"SL7 1TB, SL7 1TB",South East Englasd,Buckinghamshire,TribePost Ltd,Permanent,Admin Jobs,BAPUKTC131023,Up to £27K + Bonus + Benefits
39,Administrator: ESOL,14 October 2023,Not specified,Full time,13 November 2023,MK6 5LP,South East Englasd,Buckinghamshire,AoC Jobs,Permanent,Admin Jobs,229781,£20000 - £25000 Per Year
40,Prison Healthcare Assistant,12 October 2023,£14.77 to £16.51 per hour,Full time,11 November 2023,-,South East Englasd,Buckinghamshire,Sanctuary Personnel,Temporary,Admin Jobs,182554-430332,None
41,Prison Healthcare Assistant,12 October 2023,£14.77 to £16.51 per hour,Full time,11 November 2023,-,South East Englasd,Buckinghamshire,Sanctuary Personnel,Temporary,Admin Jobs,184680-430331,None
42,Claims Handler / Administrator (3 days a week),12 October 2023,"£28,000.00 to £35,000.00 per year",Part time,11 November 2023,"Milton Keynes, Northampton, Buckingham, Buckinghamshire, Bedford , Buckinghamshire, MK9 1DS",South East Englasd,Buckinghamshire,IPS Group Limited,Permanent,Admin Jobs,151048_1697104821,Benefits
43,Transport Despatcher,12 October 2023,£15.38 to £15.38 per hour,Full time,11 November 2023,"Milton Keynes, Buckinghamshire",South East Englasd,Buckinghamshire,Taskmaster Recruitment,Temporary,Admin Jobs,bb1210v4,None
44,Traffic Despatcher,12 October 2023,£15.38 to £15.38 per hour,Full time,11 November 2023,"Milton Keynes, Buckinghamshire",South East Englasd,Buckinghamshire,Taskmaster Recruitment,Temporary,Admin Jobs,BB1210V2,None
45,Ecommerce Trading Manager 12 Month FTC,11 October 2023,None,Full time,10 November 2023,HP10 9YU,South East Englasd,Buckinghamshire,Dreams Ltd,Contract,Admin Jobs,_8565-84924,None
46,Document Contoller,11 October 2023,None,Full time,09 November 2023,"Aylesbury, Home Counties, HP18 0PX",South East Englasd,Buckinghamshire,EKFB,Permanent,Admin Jobs,50262664,None
47,Part Time School Receptionist- Stokenchurch Primary School,11 October 2023,None,Part time,10 November 2023,Stokenchurch,South East Englasd,Buckinghamshire,Buckinghamshire Council,Permanent,Admin Jobs,BUC10211,None
48,WORK EXPERIENCE ADMINISTRATOR,11 October 2023,Not specified,Part time,10 November 2023,MK6 5LP,South East Englasd,Buckinghamshire,AoC Jobs,Permanent,Admin Jobs,229207,£10000 - £15000 Per Year
49,School Receptionist/Administrator,10 October 2023,None,Part time,09 November 2023,Buckinghamshire,South East Englasd,Buckinghamshire,Stokenchurch Primary School,Permanent,Admin Jobs,,None
50,HSEQ Assistant,10 October 2023,Not specified,Full time,09 November 2023,"High Wycombe, HP13 6EQ",South East Englasd,Buckinghamshire,Sasse Limited,Permanent,Admin Jobs,1171,"28,000"
51,"Policy, Practice & Information Officer",09 October 2023,"£35,000 per year",Full time,07 November 2023,"Buckinghamshire, HP20 1UA",South East Englasd,Buckinghamshire,Salutem Care and Education,Permanent,Admin Jobs,2653,Competitive
1,Factory Production Operative (Bletchley) - Long term job,06 November 2023,£11.64 per hour,Full time,06 December 2023,"Bletchley, Buckinghamshire, mk2 2ju",South East Englasd,Buckinghamshire,Carbon60,Permanent,Manufacturing Jobs,BBBH137412_1699283380,Holiday pay and shift allowance
2,Team Leader,06 November 2023,"£30,000 to £33,000 per year",Full time,06 December 2023,MK15 0DQ,South East Englasd,Buckinghamshire,Newstaff Employment Services Ltd,Permanent,Manufacturing Jobs,PJT-15043,None
3,CSCS Labourer,06 November 2023,£13.50 per hour,Full time,06 December 2023,"Milton Keynes, Buckinghamshire, MK16 0JA",South East Englasd,Buckinghamshire,Randstad CPE,Temporary,Manufacturing Jobs,PR-1199136_1699280654,None
4,Labourer,06 November 2023,£12.31 per hour,Full time,06 December 2023,-,South East Englasd,Buckinghamshire,Thorn Baker Recruitment,Temporary,Manufacturing Jobs,LDSDerbyLab-11212,None
5,Apprentice Operative in Food Production,06 November 2023,"£22,000 per year",Full time,06 December 2023,"Haddenham, Aylesbury",South East Englasd,Buckinghamshire,McCormick & Company,Permanent,Manufacturing Jobs,,None
6,Production Operator,03 November 2023,Not specified,Full time,03 December 2023,"Milton Keynes, MK8 8ND",South East Englasd,Buckinghamshire,Whittan Industrial Limited,Permanent,Manufacturing Jobs,157,Competitive
7,Maintenance Controller,02 November 2023,"£24,590 per year",Full time,16 November 2023,"Milton Keynes, Buckinghamshire, MK15 8HG",South East Englasd,Buckinghamshire,Volkswagen Financial Services UK LTD,Permanent,Manufacturing Jobs,4932_1698942367,None
8,Labourer,02 November 2023,£14 per hour,Full time,02 December 2023,-,South East Englasd,Buckinghamshire,Thorn Baker Recruitment,Temporary,Manufacturing Jobs,LDSKilsythLAB-1121,None
9,Business Operations Team Leader,01 November 2023,"£32,110 per year",Full time,15 November 2023,"Milton Keynes, Buckinghamshire, MK15 8HG",South East Englasd,Buckinghamshire,Volkswagen Financial Services UK LTD,Permanent,Manufacturing Jobs,4917_1698857661,None
10,Document Controller,31 October 2023,"£34,000 to £35,000 per year",Full time,07 November 2023,"buckinghamshire, Buckinghamshire, HP9 1LG",South East Englasd,Buckinghamshire,Randstad CPE,Permanent,Manufacturing Jobs,PR-1196855_1698763473,None
11,Royal Mail Team Leader - MK,30 October 2023,None,Full time,28 November 2023,"Milton Keynes, MK17 8EW",South East Englasd,Buckinghamshire,Reed Talent Solutions,Contract,Manufacturing Jobs,RPO03133-273510,None
12,Groundworker,30 October 2023,£20 per hour,Full time,29 November 2023,mk1,South East Englasd,Buckinghamshire,Alpha Labour and Recruitment Ltd,Contract,Manufacturing Jobs,CL-GWMK-301023-6810,None
13,Production Operative,26 October 2023,£10.50 per hour,Full time,23 November 2023,MK181TB,South East Englasd,Buckinghamshire,The Best Connection Group Limited,Temporary,Manufacturing Jobs,MK364886,None
14,Validation Engineer,24 October 2023,"£29,000 to £35,000 per year",Full time,23 November 2023,"Buckingham, MK18 4BL",South East Englasd,Buckinghamshire,Expert Employment,Permanent,Manufacturing Jobs,2117,None
15,Labourer,24 October 2023,£12.5 per hour,Full time,23 November 2023,-,South East Englasd,Buckinghamshire,Thorn Baker Recruitment,Temporary,Manufacturing Jobs,LDShinckleyLAB-11211,None
16,Field Service Management Analyst,24 October 2023,"£60,000 to £65,000 per year",Full time,23 November 2023,"High Wycombe, HP11 1TY",South East Englasd,Buckinghamshire,Expert Employment,Permanent,Manufacturing Jobs,2116,None
17,Sort Line Operatives,24 October 2023,£12.19 to £24.38 per hour,Full time,23 November 2023,"Milton Keynes, Buckinghamshire",South East Englasd,Buckinghamshire,Taskmaster Recruitment,Temporary,Manufacturing Jobs,bb2410v4,None
18,Groundworker,20 October 2023,"£34,000 per year",Full time,19 November 2023,HP10 8HG,South East Englasd,Buckinghamshire,Build Recruitment,Permanent,Manufacturing Jobs,28519b-9788,None
19,"IPAF Operator, Pinewood, Slough",20 October 2023,£13 to £14 per hour,Full time,19 November 2023,"Slough, SL0",South East Englasd,Buckinghamshire,CP Management Solutions LTD,Temporary,Manufacturing Jobs,"IPAF OP, Pinewood-44597",None
20,Maintenance Engineer,19 October 2023,"£35,000 to £45,000 per year",Full time,18 November 2023,"Aylesbury, HP18 0JB",South East Englasd,Buckinghamshire,Expert Employment,Permanent,Manufacturing Jobs,2109,None
